,user_id,doc_id,query
973,34,FBIS4-63299,BLACK
974,5,FT931-8400,ANANIASHVILI FIREBIRD RUSSIAN DIAGHILEV
975,64,FBIS3-29626,TOKYO JAPAN HOSOKAWA BENIN
976,88,LA061189-0151,EL SALVADOR QUAYLE CRISTIANI UNGO
977,9,FT932-622,JUNE
978,83,FT922-6700,STOCKL MR
979,94,LA042089-0205,REILLY PROTECTION AGENCY EPA ADMINISTRATOR
980,89,LA110389-0020,WATTERS WEEKS LANCASTER THURSDAY ANTELOPE
981,90,LA051789-0007,SOUTHEAST
982,24,FT932-10956,POUNDS ROYAL RETURN DIRECT LINE
983,12,LA101890-0061,REPUBLICANS BUSH PRESIDENT DEMOCRATS
984,84,LA022690-0035,HILL MICHAEL DIE
985,60,LA051789-0007,HOLMES SMALLWOOD PAUL STREET SOUTHEAST
986,31,FBIS4-63299,BLACK
987,35,FT924-1857,LORD MACKAY LAW BARRISTERS ENGLAND
988,84,LA101689-0071,SANTA
989,45,FT943-9028,THURSDAY
990,37,FT932-13625,FRANCE DOLLARS FRENCH
991,43,FT933-8371,GMF
992,7,LA091089-0086,GRIFFIN COLORADO WESTERN WEST SPARKS
993,16,FT911-2568,KURDISH SADDAM MR IRAQ KURDS
994,48,LA121090-0040,KLEEMAN GERMANY
995,63,FBIS3-28421,KIM NATIONAL ASSEMBLY FEBRUARY EXPRESSES
996,96,FT943-8335,EUROPE GERMANY BRITAIN PEUGEOT EUROPEAN
997,36,LA011589-0133,CUBA CUBAN CASTRO SOVIETS
998,3,LA011589-0133,CUBA SOVIETS SOVIET CASTRO
999,29,FBIS3-59533,FINMECCANICA EFIM MOVE GALILEO
